Time sec,Volt CH 1,Volt,Volt CH 2,Current,Power,RF,RR,LF,LR,CPM,MPH
4.5,5.22E+00,25.60,6.10E-05,0.08,2.08338276,6.84E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.53,5.22E+00,25.59,7.63E-05,0.10,2.602704753,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.56,5.22E+00,25.58,1.53E-05,0.02,0.520389106,6.83E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
4.59,5.22E+00,25.59,7.63E-05,0.10,2.602704753,6.83E+01,7.08E+01,6.85E+01,6.61E+01,0.00E+00,0.00
4.62,5.22E+00,25.59,6.10E-05,0.08,2.082166532,6.84E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.65,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.68,5.22E+00,25.58,3.05E-05,0.04,1.040778212,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.71,5.22E+00,25.59,9.16E-05,0.12,3.123246386,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.74,5.22E+00,25.57,6.10E-05,0.08,2.080950303,6.84E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.77,5.22E+00,25.59,3.05E-05,0.04,1.041083266,6.83E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
4.8,5.22E+00,25.58,7.63E-05,0.10,2.601942119,6.83E+01,7.07E+01,6.85E+01,6.61E+01,0.00E+00,0.00
4.83,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.86,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.83E+01,7.08E+01,6.84E+01,6.61E+01,0.00E+00,0.00
4.89,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
4.92,5.22E+00,25.59,6.10E-05,0.08,2.082772652,6.85E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
4.95,5.22E+00,25.58,7.63E-05,0.10,2.601942119,6.85E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
4.98,5.22E+00,25.59,4.58E-05,0.06,1.561624899,6.83E+01,7.07E+01,6.84E+01,6.59E+01,0.00E+00,0.00
5.01,5.22E+00,25.58,7.63E-05,0.10,2.601942119,6.83E+01,7.08E+01,6.84E+01,6.59E+01,0.00E+00,0.00
5.04,5.22E+00,25.57,6.10E-05,0.08,2.080950303,6.84E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
5.07,5.22E+00,25.59,4.58E-05,0.06,1.561624899,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.1,5.22E+00,25.59,7.63E-05,0.10,2.602704753,6.84E+01,7.08E+01,6.84E+01,6.60E+01,0.00E+00,0.00
5.13,5.22E+00,25.59,3.05E-05,0.04,1.041083266,6.83E+01,7.07E+01,6.84E+01,6.60E+01,0.00E+00,0.00
5.16,5.22E+00,25.57,6.10E-05,0.08,2.080950303,6.84E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.19,5.22E+00,25.59,6.10E-05,0.08,2.082772652,6.83E+01,7.08E+01,6.84E+01,6.59E+01,0.00E+00,0.00
5.22,5.22E+00,25.58,7.63E-05,0.10,2.601942119,6.84E+01,7.08E+01,6.84E+01,6.59E+01,0.00E+00,0.00
5.25,5.22E+00,25.56,6.10E-05,0.08,2.080340196,6.84E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
5.28,5.22E+00,25.59,9.16E-05,0.12,3.123246386,6.83E+01,7.08E+01,6.84E+01,6.60E+01,0.00E+00,0.00
5.31,5.22E+00,25.59,6.10E-05,0.08,2.082772652,6.84E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
5.34,5.22E+00,25.59,9.16E-05,0.12,3.123246386,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.37,5.22E+00,25.58,1.07E-04,0.14,3.642737383,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.4,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.84E+01,7.08E+01,6.84E+01,6.60E+01,0.00E+00,0.00
5.43,5.22E+00,25.59,4.58E-05,0.06,1.561624899,6.84E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.46,5.22E+00,25.58,7.63E-05,0.10,2.601942119,6.85E+01,7.08E+01,6.84E+01,6.60E+01,0.00E+00,0.00
5.49,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.52,5.22E+00,25.56,7.63E-05,0.10,2.600421836,6.83E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
5.55,5.22E+00,25.57,6.10E-05,0.08,2.080950303,6.83E+01,7.08E+01,6.86E+01,6.59E+01,0.00E+00,0.00
5.58,5.22E+00,25.57,6.10E-05,0.08,2.080950303,6.83E+01,7.09E+01,6.84E+01,6.60E+01,0.00E+00,0.00
5.61,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.64,5.22E+00,25.59,6.10E-05,0.08,2.082166532,6.83E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.67,5.22E+00,25.58,4.58E-05,0.06,1.561167318,6.84E+01,7.08E+01,6.85E+01,6.59E+01,0.00E+00,0.00
5.7,5.22E+00,25.59,7.63E-05,0.10,2.603462402,6.83E+01,7.09E+01,6.85E+01,6.59E+01,0.00E+00,0.00
5.73,5.22E+00,25.59,3.05E-05,0.04,1.041083266,6.84E+01,7.08E+01,6.85E+01,6.60E+01,0.00E+00,0.00
5.76,5.22E+00,25.58,6.10E-05,0.08,2.081556424,6.84E+01,7.07E+01,6.85E+01,6.61E+01,0.00E+00,0.00
5.79,5.22E+00,25.56,7.63E-05,0.10,2.600421836,6.82E+01,7.07E+01,6.84E+01,6.57E+01,0.00E+00,0.00
5.82,5.22E+00,25.57,9.16E-05,0.12,3.121422046,6.83E+01,7.07E+01,6.83E+01,6.58E+01,0.00E+00,0.00
